Best Model,Metrics
LogisticRegression,"{'accuracy': 0.6662853834697393, 'precision': 0.6662853834697393, 'recall': 1.0, 'f1_score': 0.7997254132810311, 'roc_auc_score': 0.4995715662801436}"
